data_ora,predictii_total
2011-01-13 00:00:00,11.447454828994315
2011-01-13 01:00:00,1.2146756575686017
2011-01-13 02:00:00,0.39245417842175206
2011-01-13 03:00:00,-2.485151580276784
2011-01-13 04:00:00,-0.057749735895946716
2011-01-13 05:00:00,9.618407097307013
2011-01-13 06:00:00,28.384642542852827
2011-01-13 07:00:00,83.349894111879
2011-01-13 08:00:00,241.90399801638898
2011-01-13 09:00:00,106.87028836626537
2011-01-13 10:00:00,24.362645181402147
2011-01-13 11:00:00,47.272519890575474
2011-01-13 12:00:00,43.25039565661964
2011-01-13 13:00:00,35.816161949709524
2011-01-13 14:00:00,35.69839700150823
2011-01-13 15:00:00,59.9207600892811
2011-01-13 16:00:00,87.55465259543027
2011-01-13 17:00:00,178.03469374122923
2011-01-13 18:00:00,153.07965329571712
2011-01-13 19:00:00,131.8017267742503
2011-01-13 20:00:00,81.530718348201
2011-01-13 21:00:00,64.85724714286086
2011-01-13 22:00:00,40.09853900474936
2011-01-13 23:00:00,8.351803865533967
2011-01-14 00:00:00,-5.468199371009743
2011-01-14 01:00:00,-12.450350931596077
2011-01-14 02:00:00,-18.430575715517737
2011-01-14 03:00:00,-19.194936449473875
2011-01-14 05:00:00,-14.502376383359193
2011-01-14 06:00:00,9.049823822732735
2011-01-14 07:00:00,89.20723521583416
2011-01-14 08:00:00,279.256480590384
2011-01-14 09:00:00,117.49227412710805
2011-01-14 10:00:00,23.978818470330353
2011-01-14 11:00:00,29.708956428367227
2011-01-14 12:00:00,62.97036918349335
2011-01-14 13:00:00,32.15028977432544
2011-01-14 14:00:00,46.87887258463009
2011-01-14 15:00:00,81.98098177071208
2011-01-14 16:00:00,81.92297439858838
2011-01-14 17:00:00,155.16220007687835
2011-01-14 18:00:00,123.39153544988537
2011-01-14 19:00:00,67.30020893802643
2011-01-14 20:00:00,36.977148276629116
2011-01-14 21:00:00,39.97752747893767
2011-01-14 22:00:00,34.47173293724591
2011-01-14 23:00:00,8.646838728220363
2011-01-15 00:00:00,15.841185063262696
2011-01-15 01:00:00,3.4954048704853626
2011-01-15 02:00:00,-4.189092888788926
2011-01-15 03:00:00,-11.641860192770272
2011-01-15 04:00:00,-21.8064405305715
2011-01-15 05:00:00,-21.686272730191266
2011-01-15 06:00:00,-25.391428398215254
2011-01-15 07:00:00,-43.91418495656657
2011-01-15 08:00:00,-26.590038877949493
2011-01-15 09:00:00,61.59359331524601
2011-01-15 10:00:00,58.66565061190689
2011-01-15 11:00:00,108.65073378860286
2011-01-15 12:00:00,158.58420244515216
2011-01-15 13:00:00,156.5254416825645
2011-01-15 14:00:00,172.64271576310472
